id,province,adcode,model,regYear,regMonth,forecastVolum
1231,陕西,610000,fc32b1a017b34efe,2018,1,1600
1232,黑龙江,230000,fc32b1a017b34efe,2018,1,144
1233,上海,310000,feabbf46658382b9,2018,1,495
1234,云南,530000,feabbf46658382b9,2018,1,1335
1235,内蒙古,150000,feabbf46658382b9,2018,1,1185
1236,北京,110000,feabbf46658382b9,2018,1,483
1237,四川,510000,feabbf46658382b9,2018,1,2339
1238,安徽,340000,feabbf46658382b9,2018,1,961
1239,山东,370000,feabbf46658382b9,2018,1,1409
1240,山西,140000,feabbf46658382b9,2018,1,977
1241,广东,440000,feabbf46658382b9,2018,1,1625
1242,广西,450000,feabbf46658382b9,2018,1,460
1243,江苏,320000,feabbf46658382b9,2018,1,2009
1244,江西,360000,feabbf46658382b9,2018,1,620
1245,河北,130000,feabbf46658382b9,2018,1,2453
1246,河南,410000,feabbf46658382b9,2018,1,3111
1247,浙江,330000,feabbf46658382b9,2018,1,2486
1248,湖北,420000,feabbf46658382b9,2018,1,908
1249,湖南,430000,feabbf46658382b9,2018,1,1700
1250,福建,350000,feabbf46658382b9,2018,1,606
1251,辽宁,210000,feabbf46658382b9,2018,1,233
1252,重庆,500000,feabbf46658382b9,2018,1,2266
1253,陕西,610000,feabbf46658382b9,2018,1,1605
1254,黑龙江,230000,feabbf46658382b9,2018,1,344
1255,上海,310000,f270f6a489c6a9d7,2018,1,30
1256,云南,530000,f270f6a489c6a9d7,2018,1,787
1257,内蒙古,150000,f270f6a489c6a9d7,2018,1,50
1258,北京,110000,f270f6a489c6a9d7,2018,1,191
1259,四川,510000,f270f6a489c6a9d7,2018,1,395
1260,安徽,340000,f270f6a489c6a9d7,2018,1,105
1261,山东,370000,f270f6a489c6a9d7,2018,1,456
1262,山西,140000,f270f6a489c6a9d7,2018,1,127
1263,广东,440000,f270f6a489c6a9d7,2018,1,295
1264,广西,450000,f270f6a489c6a9d7,2018,1,24
1265,江苏,320000,f270f6a489c6a9d7,2018,1,434
1266,江西,360000,f270f6a489c6a9d7,2018,1,55
1267,河北,130000,f270f6a489c6a9d7,2018,1,635
1268,河南,410000,f270f6a489c6a9d7,2018,1,530
1269,浙江,330000,f270f6a489c6a9d7,2018,1,281
1270,湖北,420000,f270f6a489c6a9d7,2018,1,403
1271,湖南,430000,f270f6a489c6a9d7,2018,1,216
1272,福建,350000,f270f6a489c6a9d7,2018,1,85
1273,辽宁,210000,f270f6a489c6a9d7,2018,1,218
1274,重庆,500000,f270f6a489c6a9d7,2018,1,591
1275,陕西,610000,f270f6a489c6a9d7,2018,1,203
1276,黑龙江,230000,f270f6a489c6a9d7,2018,1,42
1277,上海,310000,d0f245b8781e3631,2018,1,122
1278,云南,530000,d0f245b8781e3631,2018,1,189
1279,内蒙古,150000,d0f245b8781e3631,2018,1,151
1280,北京,110000,d0f245b8781e3631,2018,1,13
1281,四川,510000,d0f245b8781e3631,2018,1,718
1282,安徽,340000,d0f245b8781e3631,2018,1,317
1283,山东,370000,d0f245b8781e3631,2018,1,636
1284,山西,140000,d0f245b8781e3631,2018,1,200
1285,广东,440000,d0f245b8781e3631,2018,1,413
1286,广西,450000,d0f245b8781e3631,2018,1,208
1287,江苏,320000,d0f245b8781e3631,2018,1,751
1288,江西,360000,d0f245b8781e3631,2018,1,196
1289,河北,130000,d0f245b8781e3631,2018,1,790
1290,河南,410000,d0f245b8781e3631,2018,1,861
1291,浙江,330000,d0f245b8781e3631,2018,1,257
1292,湖北,420000,d0f245b8781e3631,2018,1,91
1293,湖南,430000,d0f245b8781e3631,2018,1,343
1294,福建,350000,d0f245b8781e3631,2018,1,112
1295,辽宁,210000,d0f245b8781e3631,2018,1,35
1296,重庆,500000,d0f245b8781e3631,2018,1,806
1297,陕西,610000,d0f245b8781e3631,2018,1,597
1298,黑龙江,230000,d0f245b8781e3631,2018,1,13
1299,上海,310000,c6cd4e0e073f5ac2,2018,1,5560
1300,云南,530000,c6cd4e0e073f5ac2,2018,1,115
1301,内蒙古,150000,c6cd4e0e073f5ac2,2018,1,142
1302,北京,110000,c6cd4e0e073f5ac2,2018,1,363
1303,四川,510000,c6cd4e0e073f5ac2,2018,1,1063
1304,安徽,340000,c6cd4e0e073f5ac2,2018,1,689
1305,山东,370000,c6cd4e0e073f5ac2,2018,1,827
1306,山西,140000,c6cd4e0e073f5ac2,2018,1,331
1307,广东,440000,c6cd4e0e073f5ac2,2018,1,548
1308,广西,450000,c6cd4e0e073f5ac2,2018,1,253
1309,江苏,320000,c6cd4e0e073f5ac2,2018,1,1516
1310,江西,360000,c6cd4e0e073f5ac2,2018,1,537
1311,河北,130000,c6cd4e0e073f5ac2,2018,1,718
1312,河南,410000,c6cd4e0e073f5ac2,2018,1,2229
1313,浙江,330000,c6cd4e0e073f5ac2,2018,1,690
1314,湖北,420000,c6cd4e0e073f5ac2,2018,1,579
1315,湖南,430000,c6cd4e0e073f5ac2,2018,1,879
1316,福建,350000,c6cd4e0e073f5ac2,2018,1,196
1317,辽宁,210000,c6cd4e0e073f5ac2,2018,1,100
1318,重庆,500000,c6cd4e0e073f5ac2,2018,1,116
1319,陕西,610000,c6cd4e0e073f5ac2,2018,1,361
1320,黑龙江,230000,c6cd4e0e073f5ac2,2018,1,0
1321,上海,310000,a9a43d1a7ecbe75d,2018,1,131
1322,云南,530000,a9a43d1a7ecbe75d,2018,1,105
1323,内蒙古,150000,a9a43d1a7ecbe75d,2018,1,64
1324,北京,110000,a9a43d1a7ecbe75d,2018,1,82
1325,四川,510000,a9a43d1a7ecbe75d,2018,1,227
1326,安徽,340000,a9a43d1a7ecbe75d,2018,1,159
1327,山东,370000,a9a43d1a7ecbe75d,2018,1,154
1328,山西,140000,a9a43d1a7ecbe75d,2018,1,32
1329,广东,440000,a9a43d1a7ecbe75d,2018,1,487
1330,广西,450000,a9a43d1a7ecbe75d,2018,1,169
1331,江苏,320000,a9a43d1a7ecbe75d,2018,1,352
1332,江西,360000,a9a43d1a7ecbe75d,2018,1,79
1333,河北,130000,a9a43d1a7ecbe75d,2018,1,123
1334,河南,410000,a9a43d1a7ecbe75d,2018,1,132
1335,浙江,330000,a9a43d1a7ecbe75d,2018,1,315
1336,湖北,420000,a9a43d1a7ecbe75d,2018,1,203
1337,湖南,430000,a9a43d1a7ecbe75d,2018,1,311
1338,福建,350000,a9a43d1a7ecbe75d,2018,1,94
1339,辽宁,210000,a9a43d1a7ecbe75d,2018,1,103
1340,重庆,500000,a9a43d1a7ecbe75d,2018,1,132
1341,陕西,610000,a9a43d1a7ecbe75d,2018,1,234
1342,黑龙江,230000,a9a43d1a7ecbe75d,2018,1,64
1343,上海,310000,3c974920a76ac9c1,2018,2,269
1344,云南,530000,3c974920a76ac9c1,2018,2,311
1345,内蒙古,150000,3c974920a76ac9c1,2018,2,178
1346,北京,110000,3c974920a76ac9c1,2018,2,269
1347,四川,510000,3c974920a76ac9c1,2018,2,467
1348,安徽,340000,3c974920a76ac9c1,2018,2,156
1349,山东,370000,3c974920a76ac9c1,2018,2,427
1350,山西,140000,3c974920a76ac9c1,2018,2,204
1351,广东,440000,3c974920a76ac9c1,2018,2,2923
1352,广西,450000,3c974920a76ac9c1,2018,2,336
1353,江苏,320000,3c974920a76ac9c1,2018,2,709
1354,江西,360000,3c974920a76ac9c1,2018,2,164
1355,河北,130000,3c974920a76ac9c1,2018,2,343
1356,河南,410000,3c974920a76ac9c1,2018,2,349
1357,浙江,330000,3c974920a76ac9c1,2018,2,714
1358,湖北,420000,3c974920a76ac9c1,2018,2,401
1359,湖南,430000,3c974920a76ac9c1,2018,2,304
1360,福建,350000,3c974920a76ac9c1,2018,2,293
1361,辽宁,210000,3c974920a76ac9c1,2018,2,728
1362,重庆,500000,3c974920a76ac9c1,2018,2,127
1363,陕西,610000,3c974920a76ac9c1,2018,2,289
1364,黑龙江,230000,3c974920a76ac9c1,2018,2,318
1365,上海,310000,3d7554f1f56dd664,2018,2,415
1366,云南,530000,3d7554f1f56dd664,2018,2,410
1367,内蒙古,150000,3d7554f1f56dd664,2018,2,338
1368,北京,110000,3d7554f1f56dd664,2018,2,411
1369,四川,510000,3d7554f1f56dd664,2018,2,788
1370,安徽,340000,3d7554f1f56dd664,2018,2,565
1371,山东,370000,3d7554f1f56dd664,2018,2,1116
1372,山西,140000,3d7554f1f56dd664,2018,2,389
1373,广东,440000,3d7554f1f56dd664,2018,2,10755
1374,广西,450000,3d7554f1f56dd664,2018,2,1138
1375,江苏,320000,3d7554f1f56dd664,2018,2,2048
1376,江西,360000,3d7554f1f56dd664,2018,2,604
1377,河北,130000,3d7554f1f56dd664,2018,2,1206
1378,河南,410000,3d7554f1f56dd664,2018,2,865
1379,浙江,330000,3d7554f1f56dd664,2018,2,1800
1380,湖北,420000,3d7554f1f56dd664,2018,2,978
1381,湖南,430000,3d7554f1f56dd664,2018,2,893
1382,福建,350000,3d7554f1f56dd664,2018,2,1362
1383,辽宁,210000,3d7554f1f56dd664,2018,2,1863
1384,重庆,500000,3d7554f1f56dd664,2018,2,279
1385,陕西,610000,3d7554f1f56dd664,2018,2,573
1386,黑龙江,230000,3d7554f1f56dd664,2018,2,1070
1387,上海,310000,2d0d2c3403909fdb,2018,2,165
1388,云南,530000,2d0d2c3403909fdb,2018,2,325
1389,内蒙古,150000,2d0d2c3403909fdb,2018,2,225
1390,北京,110000,2d0d2c3403909fdb,2018,2,403
1391,四川,510000,2d0d2c3403909fdb,2018,2,372
1392,安徽,340000,2d0d2c3403909fdb,2018,2,127
1393,山东,370000,2d0d2c3403909fdb,2018,2,355
1394,山西,140000,2d0d2c3403909fdb,2018,2,156
1395,广东,440000,2d0d2c3403909fdb,2018,2,1614
1396,广西,450000,2d0d2c3403909fdb,2018,2,172
1397,江苏,320000,2d0d2c3403909fdb,2018,2,401
1398,江西,360000,2d0d2c3403909fdb,2018,2,107
1399,河北,130000,2d0d2c3403909fdb,2018,2,432
1400,河南,410000,2d0d2c3403909fdb,2018,2,312
1401,浙江,330000,2d0d2c3403909fdb,2018,2,367
1402,湖北,420000,2d0d2c3403909fdb,2018,2,210
1403,湖南,430000,2d0d2c3403909fdb,2018,2,241
1404,福建,350000,2d0d2c3403909fdb,2018,2,117
1405,辽宁,210000,2d0d2c3403909fdb,2018,2,566
1406,重庆,500000,2d0d2c3403909fdb,2018,2,137
1407,陕西,610000,2d0d2c3403909fdb,2018,2,252
1408,黑龙江,230000,2d0d2c3403909fdb,2018,2,271
1409,上海,310000,a28bb927b6fcb33c,2018,2,238
1410,云南,530000,a28bb927b6fcb33c,2018,2,468
1411,内蒙古,150000,a28bb927b6fcb33c,2018,2,213
1412,北京,110000,a28bb927b6fcb33c,2018,2,146
1413,四川,510000,a28bb927b6fcb33c,2018,2,438
1414,安徽,340000,a28bb927b6fcb33c,2018,2,292
1415,山东,370000,a28bb927b6fcb33c,2018,2,447
1416,山西,140000,a28bb927b6fcb33c,2018,2,325
1417,广东,440000,a28bb927b6fcb33c,2018,2,5026
1418,广西,450000,a28bb927b6fcb33c,2018,2,600
1419,江苏,320000,a28bb927b6fcb33c,2018,2,1373
1420,江西,360000,a28bb927b6fcb33c,2018,2,438
1421,河北,130000,a28bb927b6fcb33c,2018,2,595
1422,河南,410000,a28bb927b6fcb33c,2018,2,753
1423,浙江,330000,a28bb927b6fcb33c,2018,2,1697
1424,湖北,420000,a28bb927b6fcb33c,2018,2,606
1425,湖南,430000,a28bb927b6fcb33c,2018,2,682
1426,福建,350000,a28bb927b6fcb33c,2018,2,944
1427,辽宁,210000,a28bb927b6fcb33c,2018,2,681
1428,重庆,500000,a28bb927b6fcb33c,2018,2,153
1429,陕西,610000,a28bb927b6fcb33c,2018,2,399
1430,黑龙江,230000,a28bb927b6fcb33c,2018,2,264
1431,上海,310000,17bc272c93f19d56,2018,2,229
1432,云南,530000,17bc272c93f19d56,2018,2,3910
1433,内蒙古,150000,17bc272c93f19d56,2018,2,624
1434,北京,110000,17bc272c93f19d56,2018,2,197
1435,四川,510000,17bc272c93f19d56,2018,2,1864
1436,安徽,340000,17bc272c93f19d56,2018,2,1986
1437,山东,370000,17bc272c93f19d56,2018,2,3509
1438,山西,140000,17bc272c93f19d56,2018,2,1713
1439,广东,440000,17bc272c93f19d56,2018,2,1727
1440,广西,450000,17bc272c93f19d56,2018,2,2671
1441,江苏,320000,17bc272c93f19d56,2018,2,2032
1442,江西,360000,17bc272c93f19d56,2018,2,1071
1443,河北,130000,17bc272c93f19d56,2018,2,5908
1444,河南,410000,17bc272c93f19d56,2018,2,4588
1445,浙江,330000,17bc272c93f19d56,2018,2,1477
1446,湖北,420000,17bc272c93f19d56,2018,2,1327
1447,湖南,430000,17bc272c93f19d56,2018,2,1832
1448,福建,350000,17bc272c93f19d56,2018,2,534
1449,辽宁,210000,17bc272c93f19d56,2018,2,1057
1450,重庆,500000,17bc272c93f19d56,2018,2,242
1451,陕西,610000,17bc272c93f19d56,2018,2,1584
1452,黑龙江,230000,17bc272c93f19d56,2018,2,757
1453,上海,310000,2a2ab41f8f6ff1cb,2018,2,478
1454,云南,530000,2a2ab41f8f6ff1cb,2018,2,678
1455,内蒙古,150000,2a2ab41f8f6ff1cb,2018,2,608
1456,北京,110000,2a2ab41f8f6ff1cb,2018,2,72
1457,四川,510000,2a2ab41f8f6ff1cb,2018,2,1126
1458,安徽,340000,2a2ab41f8f6ff1cb,2018,2,1201
1459,山东,370000,2a2ab41f8f6ff1cb,2018,2,2397
1460,山西,140000,2a2ab41f8f6ff1cb,2018,2,756
1461,广东,440000,2a2ab41f8f6ff1cb,2018,2,5381
1462,广西,450000,2a2ab41f8f6ff1cb,2018,2,660
1463,江苏,320000,2a2ab41f8f6ff1cb,2018,2,2304
1464,江西,360000,2a2ab41f8f6ff1cb,2018,2,1228
1465,河北,130000,2a2ab41f8f6ff1cb,2018,2,3396
1466,河南,410000,2a2ab41f8f6ff1cb,2018,2,3224
1467,浙江,330000,2a2ab41f8f6ff1cb,2018,2,1141
1468,湖北,420000,2a2ab41f8f6ff1cb,2018,2,1346
1469,湖南,430000,2a2ab41f8f6ff1cb,2018,2,1707
1470,福建,350000,2a2ab41f8f6ff1cb,2018,2,470
1471,辽宁,210000,2a2ab41f8f6ff1cb,2018,2,511
1472,重庆,500000,2a2ab41f8f6ff1cb,2018,2,663
1473,陕西,610000,2a2ab41f8f6ff1cb,2018,2,620
1474,黑龙江,230000,2a2ab41f8f6ff1cb,2018,2,556
1475,上海,310000,c06a2a387c0ee510,2018,2,1101
1476,云南,530000,c06a2a387c0ee510,2018,2,224
1477,内蒙古,150000,c06a2a387c0ee510,2018,2,183
1478,北京,110000,c06a2a387c0ee510,2018,2,1578
1479,四川,510000,c06a2a387c0ee510,2018,2,414
1480,安徽,340000,c06a2a387c0ee510,2018,2,381
1481,山东,370000,c06a2a387c0ee510,2018,2,1436
1482,山西,140000,c06a2a387c0ee510,2018,2,359
1483,广东,440000,c06a2a387c0ee510,2018,2,1279
1484,广西,450000,c06a2a387c0ee510,2018,2,139
1485,江苏,320000,c06a2a387c0ee510,2018,2,1399
1486,江西,360000,c06a2a387c0ee510,2018,2,260
1487,河北,130000,c06a2a387c0ee510,2018,2,876
1488,河南,410000,c06a2a387c0ee510,2018,2,1044
1489,浙江,330000,c06a2a387c0ee510,2018,2,1105
1490,湖北,420000,c06a2a387c0ee510,2018,2,279
1491,湖南,430000,c06a2a387c0ee510,2018,2,206
1492,福建,350000,c06a2a387c0ee510,2018,2,257
1493,辽宁,210000,c06a2a387c0ee510,2018,2,405
1494,重庆,500000,c06a2a387c0ee510,2018,2,165
1495,陕西,610000,c06a2a387c0ee510,2018,2,389
1496,黑龙江,230000,c06a2a387c0ee510,2018,2,289
1497,上海,310000,7023efdab9cedc03,2018,2,546
1498,云南,530000,7023efdab9cedc03,2018,2,132
1499,内蒙古,150000,7023efdab9cedc03,2018,2,55
1500,北京,110000,7023efdab9cedc03,2018,2,170
1501,四川,510000,7023efdab9cedc03,2018,2,260
1502,安徽,340000,7023efdab9cedc03,2018,2,820
1503,山东,370000,7023efdab9cedc03,2018,2,430
1504,山西,140000,7023efdab9cedc03,2018,2,87
1505,广东,440000,7023efdab9cedc03,2018,2,542
1506,广西,450000,7023efdab9cedc03,2018,2,115
1507,江苏,320000,7023efdab9cedc03,2018,2,1097
1508,江西,360000,7023efdab9cedc03,2018,2,228
1509,河北,130000,7023efdab9cedc03,2018,2,273
1510,河南,410000,7023efdab9cedc03,2018,2,647
1511,浙江,330000,7023efdab9cedc03,2018,2,1139
1512,湖北,420000,7023efdab9cedc03,2018,2,703
1513,湖南,430000,7023efdab9cedc03,2018,2,249
1514,福建,350000,7023efdab9cedc03,2018,2,239
1515,辽宁,210000,7023efdab9cedc03,2018,2,78
1516,重庆,500000,7023efdab9cedc03,2018,2,185
1517,陕西,610000,7023efdab9cedc03,2018,2,132
1518,黑龙江,230000,7023efdab9cedc03,2018,2,74
1519,上海,310000,af6f4f548684e14d,2018,2,1766
1520,云南,530000,af6f4f548684e14d,2018,2,531
1521,内蒙古,150000,af6f4f548684e14d,2018,2,357
1522,北京,110000,af6f4f548684e14d,2018,2,506
1523,四川,510000,af6f4f548684e14d,2018,2,1507
1524,安徽,340000,af6f4f548684e14d,2018,2,927
1525,山东,370000,af6f4f548684e14d,2018,2,1192
1526,山西,140000,af6f4f548684e14d,2018,2,434
1527,广东,440000,af6f4f548684e14d,2018,2,1223
1528,广西,450000,af6f4f548684e14d,2018,2,346
1529,江苏,320000,af6f4f548684e14d,2018,2,1499
1530,江西,360000,af6f4f548684e14d,2018,2,1060
1531,河北,130000,af6f4f548684e14d,2018,2,769
1532,河南,410000,af6f4f548684e14d,2018,2,1167
1533,浙江,330000,af6f4f548684e14d,2018,2,1102
1534,湖北,420000,af6f4f548684e14d,2018,2,1096
1535,湖南,430000,af6f4f548684e14d,2018,2,1157
1536,福建,350000,af6f4f548684e14d,2018,2,589
1537,辽宁,210000,af6f4f548684e14d,2018,2,358
1538,重庆,500000,af6f4f548684e14d,2018,2,396
1539,陕西,610000,af6f4f548684e14d,2018,2,405
1540,黑龙江,230000,af6f4f548684e14d,2018,2,222
1541,上海,310000,7cf283430b3b5e38,2018,2,1266
1542,云南,530000,7cf283430b3b5e38,2018,2,525
1543,内蒙古,150000,7cf283430b3b5e38,2018,2,409
1544,北京,110000,7cf283430b3b5e38,2018,2,230
1545,四川,510000,7cf283430b3b5e38,2018,2,1576
1546,安徽,340000,7cf283430b3b5e38,2018,2,2135
1547,山东,370000,7cf283430b3b5e38,2018,2,3546
1548,山西,140000,7cf283430b3b5e38,2018,2,1075
1549,广东,440000,7cf283430b3b5e38,2018,2,1888
1550,广西,450000,7cf283430b3b5e38,2018,2,978
1551,江苏,320000,7cf283430b3b5e38,2018,2,4458
1552,江西,360000,7cf283430b3b5e38,2018,2,1389
1553,河北,130000,7cf283430b3b5e38,2018,2,2606
1554,河南,410000,7cf283430b3b5e38,2018,2,3594
1555,浙江,330000,7cf283430b3b5e38,2018,2,2928
1556,湖北,420000,7cf283430b3b5e38,2018,2,1771
1557,湖南,430000,7cf283430b3b5e38,2018,2,1833
1558,福建,350000,7cf283430b3b5e38,2018,2,1289
1559,辽宁,210000,7cf283430b3b5e38,2018,2,656
1560,重庆,500000,7cf283430b3b5e38,2018,2,580
1561,陕西,610000,7cf283430b3b5e38,2018,2,1038
1562,黑龙江,230000,7cf283430b3b5e38,2018,2,181
1563,上海,310000,d4efbebb087fd03f,2018,2,133
1564,云南,530000,d4efbebb087fd03f,2018,2,555
1565,内蒙古,150000,d4efbebb087fd03f,2018,2,416
1566,北京,110000,d4efbebb087fd03f,2018,2,348
1567,四川,510000,d4efbebb087fd03f,2018,2,1005
1568,安徽,340000,d4efbebb087fd03f,2018,2,1232
1569,山东,370000,d4efbebb087fd03f,2018,2,2092
1570,山西,140000,d4efbebb087fd03f,2018,2,695
1571,广东,440000,d4efbebb087fd03f,2018,2,1666
1572,广西,450000,d4efbebb087fd03f,2018,2,1218
1573,江苏,320000,d4efbebb087fd03f,2018,2,1962
1574,江西,360000,d4efbebb087fd03f,2018,2,744
1575,河北,130000,d4efbebb087fd03f,2018,2,2486
1576,河南,410000,d4efbebb087fd03f,2018,2,2346
1577,浙江,330000,d4efbebb087fd03f,2018,2,2159
1578,湖北,420000,d4efbebb087fd03f,2018,2,701
1579,湖南,430000,d4efbebb087fd03f,2018,2,2727
1580,福建,350000,d4efbebb087fd03f,2018,2,718
1581,辽宁,210000,d4efbebb087fd03f,2018,2,503
1582,重庆,500000,d4efbebb087fd03f,2018,2,1048
1583,陕西,610000,d4efbebb087fd03f,2018,2,3100
1584,黑龙江,230000,d4efbebb087fd03f,2018,2,137
1585,上海,310000,7245e0ee27b195cd,2018,2,120
1586,云南,530000,7245e0ee27b195cd,2018,2,669
1587,内蒙古,150000,7245e0ee27b195cd,2018,2,279
1588,北京,110000,7245e0ee27b195cd,2018,2,104
1589,四川,510000,7245e0ee27b195cd,2018,2,1422
1590,安徽,340000,7245e0ee27b195cd,2018,2,1069
1591,山东,370000,7245e0ee27b195cd,2018,2,2100
1592,山西,140000,7245e0ee27b195cd,2018,2,1472
1593,广东,440000,7245e0ee27b195cd,2018,2,3108
1594,广西,450000,7245e0ee27b195cd,2018,2,1034
1595,江苏,320000,7245e0ee27b195cd,2018,2,1062
1596,江西,360000,7245e0ee27b195cd,2018,2,449
1597,河北,130000,7245e0ee27b195cd,2018,2,2762
1598,河南,410000,7245e0ee27b195cd,2018,2,1215
1599,浙江,330000,7245e0ee27b195cd,2018,2,629
1600,湖北,420000,7245e0ee27b195cd,2018,2,463
1601,湖南,430000,7245e0ee27b195cd,2018,2,1314
1602,福建,350000,7245e0ee27b195cd,2018,2,341
1603,辽宁,210000,7245e0ee27b195cd,2018,2,362
1604,重庆,500000,7245e0ee27b195cd,2018,2,696
1605,陕西,610000,7245e0ee27b195cd,2018,2,1935
1606,黑龙江,230000,7245e0ee27b195cd,2018,2,553
1607,上海,310000,8c915fe4632fb9fa,2018,2,162
1608,云南,530000,8c915fe4632fb9fa,2018,2,1328
1609,内蒙古,150000,8c915fe4632fb9fa,2018,2,728
1610,北京,110000,8c915fe4632fb9fa,2018,2,141
1611,四川,510000,8c915fe4632fb9fa,2018,2,1491
1612,安徽,340000,8c915fe4632fb9fa,2018,2,1179
1613,山东,370000,8c915fe4632fb9fa,2018,2,1561
1614,山西,140000,8c915fe4632fb9fa,2018,2,1208
1615,广东,440000,8c915fe4632fb9fa,2018,2,885
1616,广西,450000,8c915fe4632fb9fa,2018,2,688
1617,江苏,320000,8c915fe4632fb9fa,2018,2,1424
1618,江西,360000,8c915fe4632fb9fa,2018,2,662
1619,河北,130000,8c915fe4632fb9fa,2018,2,1567
1620,河南,410000,8c915fe4632fb9fa,2018,2,2848
1621,浙江,330000,8c915fe4632fb9fa,2018,2,993
1622,湖北,420000,8c915fe4632fb9fa,2018,2,1114
1623,湖南,430000,8c915fe4632fb9fa,2018,2,1325
1624,福建,350000,8c915fe4632fb9fa,2018,2,487
1625,辽宁,210000,8c915fe4632fb9fa,2018,2,328
1626,重庆,500000,8c915fe4632fb9fa,2018,2,354
1627,陕西,610000,8c915fe4632fb9fa,2018,2,1041
1628,黑龙江,230000,8c915fe4632fb9fa,2018,2,711
1629,上海,310000,6155b214590c66e6,2018,2,492
1630,云南,530000,6155b214590c66e6,2018,2,2069
1631,内蒙古,150000,6155b214590c66e6,2018,2,1166
1632,北京,110000,6155b214590c66e6,2018,2,446
1633,四川,510000,6155b214590c66e6,2018,2,2118
1634,安徽,340000,6155b214590c66e6,2018,2,1806
1635,山东,370000,6155b214590c66e6,2018,2,3177
1636,山西,140000,6155b214590c66e6,2018,2,1094
1637,广东,440000,6155b214590c66e6,2018,2,2404
1638,广西,450000,6155b214590c66e6,2018,2,688
1639,江苏,320000,6155b214590c66e6,2018,2,3109
1640,江西,360000,6155b214590c66e6,2018,2,1143
1641,河北,130000,6155b214590c66e6,2018,2,3090
1642,河南,410000,6155b214590c66e6,2018,2,3592
1643,浙江,330000,6155b214590c66e6,2018,2,4631
1644,湖北,420000,6155b214590c66e6,2018,2,1593
1645,湖南,430000,6155b214590c66e6,2018,2,1885
1646,福建,350000,6155b214590c66e6,2018,2,758
1647,辽宁,210000,6155b214590c66e6,2018,2,1074
1648,重庆,500000,6155b214590c66e6,2018,2,778
1649,陕西,610000,6155b214590c66e6,2018,2,1934
1650,黑龙江,230000,6155b214590c66e6,2018,2,755
1651,上海,310000,28e29f2c03dcd84c,2018,2,743
1652,云南,530000,28e29f2c03dcd84c,2018,2,426
1653,内蒙古,150000,28e29f2c03dcd84c,2018,2,462
1654,北京,110000,28e29f2c03dcd84c,2018,2,1114
1655,四川,510000,28e29f2c03dcd84c,2018,2,704
1656,安徽,340000,28e29f2c03dcd84c,2018,2,879
1657,山东,370000,28e29f2c03dcd84c,2018,2,1249
1658,山西,140000,28e29f2c03dcd84c,2018,2,752
1659,广东,440000,28e29f2c03dcd84c,2018,2,600
1660,广西,450000,28e29f2c03dcd84c,2018,2,144
1661,江苏,320000,28e29f2c03dcd84c,2018,2,1602
1662,江西,360000,28e29f2c03dcd84c,2018,2,356
1663,河北,130000,28e29f2c03dcd84c,2018,2,1664
1664,河南,410000,28e29f2c03dcd84c,2018,2,1179
1665,浙江,330000,28e29f2c03dcd84c,2018,2,701
1666,湖北,420000,28e29f2c03dcd84c,2018,2,321
1667,湖南,430000,28e29f2c03dcd84c,2018,2,440
1668,福建,350000,28e29f2c03dcd84c,2018,2,237
1669,辽宁,210000,28e29f2c03dcd84c,2018,2,215
1670,重庆,500000,28e29f2c03dcd84c,2018,2,434
1671,陕西,610000,28e29f2c03dcd84c,2018,2,553
1672,黑龙江,230000,28e29f2c03dcd84c,2018,2,128
1673,上海,310000,37aa9169b575ef79,2018,2,94
1674,云南,530000,37aa9169b575ef79,2018,2,1637
1675,内蒙古,150000,37aa9169b575ef79,2018,2,1161
1676,北京,110000,37aa9169b575ef79,2018,2,429
1677,四川,510000,37aa9169b575ef79,2018,2,2979
1678,安徽,340000,37aa9169b575ef79,2018,2,628
1679,山东,370000,37aa9169b575ef79,2018,2,3164
1680,山西,140000,37aa9169b575ef79,2018,2,2053
1681,广东,440000,37aa9169b575ef79,2018,2,1865
1682,广西,450000,37aa9169b575ef79,2018,2,433
1683,江苏,320000,37aa9169b575ef79,2018,2,1040
1684,江西,360000,37aa9169b575ef79,2018,2,573
1685,河北,130000,37aa9169b575ef79,2018,2,3260
1686,河南,410000,37aa9169b575ef79,2018,2,1966
1687,浙江,330000,37aa9169b575ef79,2018,2,684
1688,湖北,420000,37aa9169b575ef79,2018,2,564
1689,湖南,430000,37aa9169b575ef79,2018,2,1424
1690,福建,350000,37aa9169b575ef79,2018,2,548
1691,辽宁,210000,37aa9169b575ef79,2018,2,2129
1692,重庆,500000,37aa9169b575ef79,2018,2,384
1693,陕西,610000,37aa9169b575ef79,2018,2,727
1694,黑龙江,230000,37aa9169b575ef79,2018,2,2072
1695,上海,310000,63065128401bb3ff,2018,2,2131
1696,云南,530000,63065128401bb3ff,2018,2,2247
1697,内蒙古,150000,63065128401bb3ff,2018,2,1038
1698,北京,110000,63065128401bb3ff,2018,2,355
1699,四川,510000,63065128401bb3ff,2018,2,4307
1700,安徽,340000,63065128401bb3ff,2018,2,3877
1701,山东,370000,63065128401bb3ff,2018,2,5913
1702,山西,140000,63065128401bb3ff,2018,2,2215
1703,广东,440000,63065128401bb3ff,2018,2,1763
1704,广西,450000,63065128401bb3ff,2018,2,953
1705,江苏,320000,63065128401bb3ff,2018,2,6738
1706,江西,360000,63065128401bb3ff,2018,2,2834
1707,河北,130000,63065128401bb3ff,2018,2,6906
